Name,Ticker,"Sub-Sector","Market Cap","Percentage Buy Reco’s","Percentage Upside","No. of analysts with buy reco","Percentage Sell Reco's","Percentage Hold Reco's","Total no. of analysts"
KEI Industries Ltd,KEI,"Cables","48945.5926281","59.09090909090909","6.469002695417787","13","0","40.90909090909091","22"
Bharat Dynamics Ltd,BDL,"Aerospace & Defense Equipments","47792.41875","63.63636363636363","14.281331492560211","7","18.181818181818183","18.181818181818183","11"
Radico Khaitan Ltd,RADICO,"Alcoholic Beverages","47758.5800965","94.73684210526316","7.967133122072966","18","0","5.2631578947368425","19"
360 One Wam Ltd,360ONE,"Investment Banking & Brokerage","44993.1326628","81.81818181818181","17.3920895791945","9","0","18.181818181818183","11"
Premier Energies Ltd,PREMIERENE,"Renewable Energy","44881.653615359995","84.61538461538461","10.842402257154376","11","0","15.384615384615385","13"
Supreme Industries Ltd,SUPREMEIND,"Plastic Products","44049.1077099","77.77777777777777","16.79211004412147","21","11.11111111111111","11.11111111111111","27"
PI Industries Ltd,PIIND,"Diversified Chemicals","44012.14079748","36.8421052631579","5.4735971322211565","7","21.05263157894737","42.10526315789474","19"
Anthem Biosciences Ltd,ANTHEM,"Biotechnology","43957.37763305","100","6.982703395259449","7","0","0","7"
Authum Investment & Infrastructure Ltd,AIIL,"Specialized Finance","43127.9170175","0",,"0","0","0",
Mahindra and Mahindra Financial Services Ltd,M&MFIN,"Consumer Finance","42936.9454749","62.5","13.268608414239482","20","6.25","31.25","32"
Voltas Ltd,VOLTAS,"Home Electronics & Appliances","42876.0446092","48.38709677419355","5.34033029788548","15","9.67741935483871","41.935483870967744","31"
Page Industries Ltd,PAGEIND,"Apparel & Accessories","42702.606609","52.17391304347826","-1.5306255713726002","12","17.391304347826086","30.434782608695652","23"
Mphasis Ltd,MPHASIS,"IT Services & Consulting","42514.03874","76.47058823529412","18.379712746858168","26","2.9411764705882355","20.58823529411765","34"
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,"Online Services","42228","75","43.506678033532246","6","12.5","12.5","8"
IPCA Laboratories Ltd,IPCALAB,"Pharmaceuticals","41774.93653588","82.3529411764706","2.57500303656019","14","5.882352941176471","11.764705882352942","17"
Balkrishna Industries Ltd,BALKRISIND,"Tires & Rubber","41659.854445","33.333333333333336","6.728538283062645","5","33.333333333333336","33.333333333333336","15"
J K Cement Ltd,JKCEMENT,"Cement","41296.01674695","82.14285714285714","18.45822808494714","23","3.5714285714285716","14.285714285714286","28"
Housing and Urban Development Corporation Ltd,HUDCO,"Specialized Finance","41225.1267","100","9.260428300878935","1","0","0","1"
Gujarat Fluorochemicals Ltd,FLUOROCHEM,"Specialty Chemicals","41202.538","66.66666666666667","-0.7278447264583604","8","8.333333333333334","25","12"
Embassy Office Parks REIT,EMBASSY,"Real Estate","41181.243664634996","82.3529411764706","9.909080446541607","14","0","17.647058823529413","17"
UTI Nifty 50 ETF,NIFTYBETA,"Equity","40951.792829640006","0",,"0","0","0",
Ajanta Pharma Ltd,AJANTPHARM,"Pharmaceuticals","39839.47178112","100","5.4471901655795225","12","0","0","12"
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,"Pharmaceuticals","39756.20805912","75","23.12510652803817","3","0","25","4"
Petronet LNG Ltd,PETRONET,"Oil & Gas - Storage & Transportation","39697.50232892","65.51724137931035","17.13583978839978","19","10.344827586206897","24.137931034482758","29"
Cochin Shipyard Ltd,COCHINSHIP,"Shipbuilding","39667.3200084","0","-16.335057699960206","0","50","50","2"
Aster DM Healthcare Ltd,ASTERDM,"Hospitals & Diagnostic Centres","39536.514225959996","100","2.6345034974177914","11","0","0","11"
Astral Ltd,ASTRAL,"Building Products - Pipes","38782.79553699","77.77777777777777","19.242224838955458","21","0","22.22222222222222","27"
Narayana Hrudayalaya Ltd,NH,"Hospitals & Diagnostic Centres","38637.7126104","83.33333333333333","5.130361648444065","10","8.333333333333334","8.333333333333334","12"
Container Corporation of India Ltd,CONCOR,"Logistics","38396.968193025","60","13.061588812853321","9","20","20","15"
L&T Technology Services Ltd,LTTS,"Software Services","37978.92040958","32","0.5418086354242331","8","16","52","25"
Godrej Industries Ltd,GODREJIND,"Diversified Chemicals","37861.916313429996","0",,"0","0","0",
AIA Engineering Ltd,AIAENG,"Industrial Machinery","36975.3970014","62.5","1.559739538640154","5","0","37.5","8"
Sona BLW Precision Forgings Ltd,SONACOMS,"Auto Parts","36612.587915820004","69.23076923076923","8.732585796805976","9","15.384615384615385","15.384615384615385","13"
Gland Pharma Ltd,GLAND,"Pharmaceuticals","36605.582062140005","69.23076923076923","1.7193266720676845","9","23.076923076923077","7.6923076923076925","13"
Navin Fluorine International Ltd,NAVINFLUOR,"Specialty Chemicals","36142.31518935","81.48148148148148","7.1453913290285955","22","11.11111111111111","7.407407407407407","27"
Godfrey Phillips India Ltd,GODFRYPHLP,"FMCG - Tobacco","35958.4751328","0",,"0","0","0","0"
Endurance Technologies Ltd,ENDURANCE,"Auto Parts","35901.37869504","100","15.346941973905881","12","0","0","12"
United Breweries Ltd,UBL,"Alcoholic Beverages","35662.96649712","42.857142857142854","8.318505338078294","6","28.571428571428573","28.571428571428573","14"
Indian Renewable Energy Development Agency Ltd,IREDA,"Specialized Finance","35612.624784436","0","18.324524729825672","0","0","100","1"
Kalyan Jewellers India Ltd,KALYANKJIL,"Precious Metals, Jewellery & Watches","35479.789811484996","100","103.75491194877019","9","0","0","9"
Bagmane Prime Office REIT,BAGMANE,"Real Estate","35360",,,,,,
3M India Ltd,3MINDIA,"Stationery","35079.42798","100","17.9383429672447","1","0","0","1"
Poonawalla Fincorp Ltd,POONAWALLA,"Consumer Finance","35028.22478748","80","22.84428892776805","4","0","20","5"
Ather Energy Ltd,ATHERENERG,"Two Wheelers","34815.027435079995","100","17.26527693746219","8","0","0","8"
J B Chemicals and Pharmaceuticals Ltd,JBCHEPHARM,"Pharmaceuticals","34738.48163016","77.77777777777777","5.749676465150679","7","0","22.22222222222222","9"
Welspun Corp Ltd,WELCORP,"Iron & Steel","34721.89619976","100","-11.369332421964003","6","0","0","6"
Blue Star Ltd,BLUESTARCO,"Home Electronics & Appliances","34500.500247159995","43.47826086956522","8.098444669566778","10","17.391304347826086","39.130434782608695","23"
National Highways Infra Trust,NHIT,"Roads","34238.195106","0",,"0","0","0",
Delhivery Ltd,DELHIVERY,"Logistics","34201.41535432","86.36363636363636","21.497373029772326","19","0","13.636363636363637","22"
Tata Investment Corporation Ltd,TATAINVEST,"Asset Management","33499.1454816","0",,"0","0","0",
Global Health Ltd,MEDANTA,"Hospitals & Diagnostic Centres","33315.15405732","88.23529411764706","14.668171921619232","15","0","11.764705882352942","17"
Emcure Pharmaceuticals Ltd,EMCURE,"Pharmaceuticals","32874.8274498","83.33333333333333","12.168396770472896","5","0","16.666666666666668","6"
KPR Mill Ltd,KPRMILL,"Textiles","32764.58097","88.88888888888889","7.4539669292160085","8","0","11.11111111111111","9"
Physicswallah Ltd,PWL,"Education Services","32185.8390875","80","11.950244335850735","4","0","20","5"
Dalmia Bharat Ltd,DALBHARAT,"Cement","32013.756858040004","72.72727272727273","30.976095617529886","24","6.0606060606060606","21.21212121212121","33"
ITC Hotels Ltd,ITCHOTELS,"Hotels, Resorts & Cruise Lines","31977.852295768","92.85714285714286","33.85878061490359","13","0","7.142857142857143","14"
Escorts Kubota Ltd,ESCORTS,"Tractors","31859.5310484","28.571428571428573","20.70037297969333","4","14.285714285714286","57.142857142857146","14"
Procter & Gamble Hygiene and Health Care Ltd,PGHH,"FMCG - Personal Products","31230.4741056","50","39.1123583827045","1","0","50","2"
Hexaware Technologies Ltd,HEXT,"IT Services & Consulting","31216.39686204","73.33333333333333","2.9871144084341963","11","0","26.666666666666668","15"
Schneider Electric Infrastructure Ltd,SCHNEIDER,"Heavy Electrical Equipments","31083.52455","100","-24.23076923076923","2","0","0","2"
Jubilant Foodworks Ltd,JUBLFOOD,"Restaurants & Cafes","31078.411191034997","77.77777777777777","26.970690932176485","21","7.407407407407407","14.814814814814815","27"
Bandhan Bank Ltd,BANDHANBNK,"Private Banks","30955.710024540003","52.17391304347826","1.483216237314595","12","13.043478260869565","34.78260869565217","23"
CRISIL Ltd,CRISIL,"Stock Exchanges & Ratings","30814.79526329","100","16.47720530650023","1","0","0","1"
UCO Bank,UCOBANK,"Public Banks","30759.538175487","0",,"0","0","0",
Central Bank of India Ltd,CENTRALBK,"Public Banks","30638.99331249","0",,"0","0","0",
Cholamandalam Financial Holdings Ltd,CHOLAHLDNG,"Diversified Financials","30632.137376059996","100","44.3633911604242","3","0","0","3"
Mindspace Business Parks REIT,MINDSPACE,"Real Estate","30588.070829292","80","12.539497035017098","12","0","20","15"
Star Health and Allied Insurance Company Ltd,STARHEALTH,"Insurance","30585.214033959997","80","15.429011158137756","16","5","15","20"
Garden Reach Shipbuilders & Engineers Ltd,GRSE,"Shipbuilding","30326.49648","25","15.981717911913572","1","0","75","4"
Krishna Institute of Medical Sciences Ltd,KIMS,"Hospitals & Diagnostic Centres","30242.5007073","100","8.494310664196885","14","0","0","14"
LIC Housing Finance Ltd,LICHSGFIN,"Home Financing","30077.44484","45.833333333333336","15.215801024140461","11","16.666666666666668","37.5","24"
Manappuram Finance Ltd,MANAPPURAM,"Consumer Finance","29978.91169533","46.15384615384615","1.049663167789448","6","0","53.84615384615385","13"
Angel One Ltd,ANGELONE,"Investment Banking & Brokerage","29639.9603175","80","7.6923076923076925","8","0","20","10"
Aditya Birla Sun Life AMC Ltd,ABSLAMC,"Asset Management","29519.62778795","85.71428571428571","13.113309176378413","12","0","14.285714285714286","14"
Anand Rathi Wealth Ltd,ANANDRATHI,"Asset Management","29337.001436579998","0","-9.72634915244644","0","0","100","2"
Himadri Speciality Chemical Ltd,HSCL,"Commodity Chemicals","29334.048565859997","0","-5.400756793945645","0","0","100","1"
SJVN Ltd,SJVN,"Renewable Energy","28915.43289765","0","-2.1473226420222864","0","33.333333333333336","66.66666666666667","3"
Exide Industries Ltd,EXIDEIND,"Batteries","28861.75","54.54545454545455","7.495214254159914","6","27.272727272727273","18.181818181818183","11"
Go Digit General Insurance Ltd,GODIGIT,"Insurance","28761.16485441","70","17.80777884924461","7","10","20","10"
Nippon India Silver ETF,SILVERBEES,"Silver","28516.761711659998","0",,"0","0","0",
Metro Brands Ltd,METROBRAND,"Footwear","28422.709883040003","80.95238095238095","15.07479861910242","17","4.761904761904762","14.285714285714286","21"
Aditya Infotech Ltd,CPPLUS,"Electronic Equipments","28288.8304194","100","-18.513581069821697","4","0","0","4"
Dr. Lal PathLabs Ltd,LALPATHLAB,"Hospitals & Diagnostic Centres","27875.719034640002","88","2.481121898597632","22","8","4","25"
Karur Vysya Bank Ltd,KARURVYSYA,"Private Banks","27699.247405445","81.25","25.63252486477054","13","6.25","12.5","16"
PNB Housing Finance Ltd,PNBHOUSING,"Home Financing","27643.379031840002","91.66666666666667","13.12217194570136","11","0","8.333333333333334","12"
ITI Ltd,ITI,"Telecom Equipments","27537.5662562","0",,"0","0","0",
Timken India Ltd,TIMKEN,"Industrial Machinery","27501.47352508","71.42857142857143","3.208249001695755","5","0","28.571428571428573","7"
TVS Holdings Ltd,TVSHLTD,"Auto Parts","27452.9419176","0",,"0","0","0",
Tata Technologies Ltd,TATATECH,"IT Services & Consulting","27386.16567435","27.272727272727273","-16.96938245978205","3","36.36363636363637","36.36363636363637","11"
ZF Commercial Vehicle Control Systems India Ltd,ZFCVINDIA,"Auto Parts","27332.288544","100","25.31228313671062","4","0","0","4"
Inventurus Knowledge Solutions Ltd,IKS,"Health Care Equipment & Supplies","27298.16390104","87.5","19.120717180400348","7","0","12.5","8"
Nuvama Wealth Management Ltd,NUVAMA,"Diversified Financials","26893.35432344","100","24.98306462538951","8","0","0","8"
New India Assurance Company Ltd,NIACL,"Insurance","26878.88","33.333333333333336","7.296137339055797","1","0","66.66666666666667","3"
Honeywell Automation India Ltd,HONAUT,"Electronic Equipments","26683.716414","33.333333333333336","20.15241882041087","1","0","66.66666666666667","3"
Brookfield India Real Estate Trust,BIRET,"Real Estate","26569.465901904","86.66666666666667","15.567216391804088","13","0","13.333333333333334","15"
Motherson Sumi Wiring India Ltd,MSUMI,"Cables","26340.961058856","100","20.84592145015106","12","0","0","12"
Wockhardt Ltd,WOCKPHARMA,"Pharmaceuticals","26192.11272111","0",,"0","0","0",
PTC Industries Ltd,PTCIL,"Iron & Steel","26114.0218482","100","47.84755634337807","3","0","0","3"
Tata Elxsi Ltd,TATAELXSI,"Software Services","26009.64719064","41.666666666666664","4.189121218653437","5","41.666666666666664","16.666666666666668","12"
Mangalore Refinery and Petrochemicals Ltd,MRPL,"Oil & Gas - Refining & Marketing","25961.245683701","0","-3.4631742388442555","0","100","0","1"
Shyam Metalics and Energy Ltd,SHYAMMETL,"Iron & Steel","25674.69514512","88.88888888888889","13.808801213960544","8","0","11.11111111111111","9"
Gujarat Energy Ltd,GUJGASLTD,"Gas Distribution","25649.4160575","54.166666666666664","13.123993558776162","13","12.5","33.333333333333336","24"
Central Depository Services (India) Ltd,CDSL,"Stock Exchanges & Ratings","25594.14","58.333333333333336","5.74881593989875","7","16.666666666666668","25","12"
IRB Infrastructure Developers Ltd,IRB,"Construction & Engineering","25520.814","83.33333333333333","27.780407004259352","5","0","16.666666666666668","6"
AWL Agri Business Ltd,AWL,"FMCG - Foods","25452.478678543","60","35.71900574391298","3","0","40","5"
ACC Ltd,ACC,"Cement","25381.326467079998","56.666666666666664","20.597810002959463","17","13.333333333333334","30","30"
Force Motors Ltd,FORCEMOT,"Four Wheelers","25144.2607746","0",,"0","0","0",
NBCC (India) Ltd,NBCC,"Construction & Engineering","25112.7","100","49.44629609719384","1","0","0","1"
Gillette India Ltd,GILLETTE,"FMCG - Personal Products","25040.11000365","0",,"0","0","0",
Aegis Logistics Ltd,AEGISLOG,"Oil & Gas - Storage & Transportation","24919.245","66.66666666666667","27.614620747939988","4","0","33.333333333333336","6"
Deepak Nitrite Ltd,DEEPAKNTR,"Commodity Chemicals","24878.0906784","52.94117647058823","1.0416666666666667","9","17.647058823529413","29.41176470588235","17"
Amber Enterprises India Ltd,AMBER,"Home Electronics & Appliances","24828.17474665","69.56521739130434","15.68196325980566","16","4.3478260869565215","26.08695652173913","23"
Sai Life Sciences Ltd,SAILIFE,"Biotechnology","24208.74372695","100","11.451853149916765","6","0","0","6"
Kirloskar Oil Engines Ltd,KIRLOSENG,"Industrial Machinery","24178.13848664","80","14.24448319403524","4","0","20","5"
Tenneco Clean Air India Ltd,TENNIND,"Auto Parts","24123.42954893","80","8.75020913501756","4","20","0","5"
CESC Ltd,CESC,"Power Generation","23946.42981795","100","19.56822585109327","10","0","0","10"
Apollo Tyres Ltd,APOLLOTYRE,"Tires & Rubber","23778.73234506","68.18181818181819","24.900239425379098","15","4.545454545454546","27.272727272727273","22"
Great Eastern Shipping Company Ltd,GESHIP,"Oil & Gas - Storage & Transportation","23776.44299294","100","11.98510868259877","2","0","0","2"
Nexus Select Trust,NXST,"Real Estate","23729.445","100","13.324395071186876","12","0","0","12"
Acutaas Chemicals Ltd,ACUTAAS,"Biotechnology","23583.79540332","88.88888888888889","-0.020828993959588597","8","11.11111111111111","0","9"
Piramal Pharma Ltd,PPLPHARMA,"Pharmaceuticals","23361.86061635","100","13.410830734335132","10","0","0","10"
Nippon India ETF Nifty IT,ITBEES,"Equity","23187.2674338","0",,"0","0","0",
Bharat 22 ETF,ICICIB22,"Equity","23032.21960039","0",,"0","0","0",
Sumitomo Chemical India Ltd,SUMICHEM,"Commodity Chemicals","22998.1397862","85.71428571428571","19.37059142702116","6","0","14.285714285714286","7"
MTAR Technologies Ltd,MTARTECH,"Industrial Machinery","22937.4270087","100","5.779804210808636","4","0","0","4"
KIOCL Ltd,KIOCL,"Iron & Steel","22887.90627536","0",,"0","0","0",
R R Kabel Ltd,RRKABEL,"Cables","22195.8243012","91.66666666666667","0.998777007745613","11","0","8.333333333333334","12"
Aegis Vopak Terminals Ltd,AEGISVOPAK,"Oil & Gas - Storage & Transportation","22121.050077885","66.66666666666667","52.26646631605309","2","0","33.333333333333336","3"
Netweb Technologies India Ltd,NETWEB,"IT Services & Consulting","21874.903724789998","100","6.98388734154151","3","0","0","3"
Indraprastha Gas Ltd,IGL,"Gas Distribution","21672.024768","88.88888888888889","25.96899224806201","24","0","11.11111111111111","27"
